8,5,9,2,4,7,1,3,6
2,4,3,6,9,1,5,7,8
1,7,6,5,3,8,9,4,2
7,3,5,4,1,2,6,8,9
4,1,2,9,8,6,7,5,3
6,9,8,3,7,5,2,1,4
3,6,7,8,5,9,4,2,1
9,8,1,7,2,4,3,6,5
5,2,4,1,6,3,8,9,7
